Номер;Рецепт
502;для компота я использовала чернику  бруснику  немного костяники  а также ранетки  ягоды промываем и перебираем  удаляем порченые  а также травинки  листики и прочий сор  яблоки тоже моем  удаляем хвостики  складываем ранетки и лесные ягоды в кастрюлю  добавляем воду и отправляем на огонь  доводим компот до кипения и добавляем сахар по вкусу  я на двухлитровую кастрюлю обычно добавляю  столовых ложки  кипятим компот ещё   минуты и выключаем  накрываем его крышкой  чтобы он хорошо настоялся  готовый компот получается очень ароматным и у нас обычно не застаивается  
503;для приготовления потребуется кизил  лимон  базилик  сахар  вода  доведите воду до кипения  добавьте сахар  положите помытые плоды кизила  снова доведите до кипения и варите под крышкой минут    после добавьте помытые листья базилика  также добавьте порезанный на кружки лимон  накройте крышкой и дайте хорошо настояться  затем компот процедите и перелейте в другую ёмкость  
504;для приготовления напитка нужно взять мороженое  апельсиновый сок  малиновый сироп и несколько иголочек сосновой хвои  хвойные иголки слегка растереть пестиком в ступке  продолжая растирание  порциями добавлять малиновый сироп  иголки удалить  а сироп аккуратно перелить на дно стакана  при помощи соковыжималки выжать из половинок апельсина сок и процедить его  осторожно  чтобы слои напитка не перемешивались  по лезвию ножа влить в стакан охлаждённый апельсиновый сок  сверху в стакан положить слегка подтаявшее мороженое  напиток подать с соломинкой  перед употреблением перемешать чайной ложкой  
505;чтобы приготовить глинтвейн  нужно взять  воду  калину  малину  пряности  апельсин  сахар  белое вино  ром  подготовить пряности  бадьян  перец душистый  кардамон  отрезать   апельсина  бутоны гвоздики воткнуть в кожуру апельсина  вскипятить воду в сотейнике  поместить туда сахар   пряности с апельсином  варить на тихом огне в течение  минуты  калину и малину вымыть  добавить к пряностям  продолжить варить ещё  минуты  снять сотейник с огня  накрыть крышкой  оставить настояться в течение  минут  взять кастрюлю с толстым дном  влить в неё вино и ром  поставить на тихий огонь  до кипения не доводить  пряный ягодный сироп процедить  когда вино станет очень горячим  добавить пряный ягодный сироп  подержать на огне ещё  минуту  горячий напиток разлить в жаропрочные бокалы и подать к столу   
506;подготовьте необходимые ингредиенты  воду  тёмный ром  сахар  чай  лимон  лайм  корицу  перец чёрный  перец душистый  лавровый лист   сложите в ковш сахар  специи  ломтики лимона и лайма   залейте водой  доведите до кипения и варите минут  на небольшом огне  снимите с огня  всыпьте чайную заварку и настаивайте минут    процедите   влейте в бокалы ром   добавьте горячий чайно лимонный напиток и подавайте в горячем виде  если напиток кажется слишком насыщенным   можно разбавить кипятком  приятной дегустации  
507;для приготовления клубничного дайкири возьмём свежую крупную клубнику   шт    лайм  белый ром  сироп гренадин  мяту  лёд  клубнику вымыть  очистить и нарезать  поместить в блендер  добавить листики мяты  влить сироп и добавить лёд  добавить сок лайма и ром  взбить до однородной консистенции  разлить по специальным бокалам  украсить клубникой  лаймом  подать короткую трубочку и пить медленными глотками под зонтиком  у бассейна  
508;подготовьте необходимые ингредиенты  груши  свежие или замороженные   сахар  воду  нарежьте груши кусочками  вместе с кожицей и семечками  добавьте сахар  залейте холодной водой  доведите до кипения и варите   минут  процедите компот через сито  по вкусу можно добавить чуть чуть лимонного сока  компот готов  подавайте его к столу охлаждённым  приятного аппетита  
509;чтобы приготовить кисель  нам понадобятся плоды боярышника  сахар  кукурузный крахмал  вода  плоды боярышника помыть  просушить  очистить от косточек  размельчить плоды в блендере  залить боярышник кипятком  добавить сахар  довести до кипения  в  столовых ложках холодной воды развести крахмал  тонкой струйкой влить крахмальную воду в отвар боярышника  всё время помешивая  варить  минуты  процедить кисель от мякоти  разлить по стаканам  подавать тёплым или охлажденным  
510;для приготовления глинтвейна возьмём кисло сладкое яблоко  красное полусухое вино  небольшой лимон  гвоздику  бадьян  корицу и мёд  половину яблока нарезать дольками  половину лимона  только цедру  порезать кусочками  соединить  палочки корицы    звёздочки бадьяна    бутона гвоздики  вино  яблоко  можно взять сушёное  и лимон  хорошо всё прогреть не доводя до кипения  затем всё переложить в термос и дать настояться  минут  после этого напиток процедить  затем добавить мёд  готовый глинтвейн подавать сразу  
511;подготовьте все необходимые ингредиенты  бананы  хурму  молоко  мёд и корицу   банана очистите от кожуры и нарежьте на небольшие кусочки   большую хурму промойте  обсушите  очистите от кожицы и семян  нарежьте мякоть на небольшие кусочки  в стакан для измельчения выложите кусочки бананов и хурмы  добавьте  чайные ложки натурального мёда  добавьте  чайную ложку молотой корицы  влейте  стакан молока  измельчите блендером до однородной консистенции  разлейте по стаканам и подавайте  приятного аппетита  
512;для работы нам понадобится йошта  сахар  вода  йошту перебрать  промыть под проточной водой    литра воды соединить с сахаром   грамм   перемешать  довести до кипения и проварить  минуту  выложить в кипящий сироп  граммов ягод  довести до кипения и сразу снять с огня  накрыть кастрюлю крышкой и оставить на  минут  компот из йошты готов  
513;для работы нам понадобится красное десертное вино  молоко  чёрный шоколад  корица палочками  звёздочный анис  душистый перец  соединить вино и специи в сотейнике  довести до кипения и проварить   минут  тем временем шоколад натереть на тёрке  молоко влить в кастрюлю  довести до кипения  всыпать шоколад  растворить шоколад  помешивая ложкой  вино снять с огня  специи удалить  соединить подготовленное вино и молочно шоколадную смесь  разлить шоковейн по жаропрочным бокалам  подавать немедленно  
514;на компанию из   ведьм нам потребуются  как можно более толстых и длинных змеиных огурца   щепотки соли и злая шипучая вода с газами  нещадно натираем огурцы на крупной тёрке   солим их  сильно тискаем руками и оставляем на   часа  время от времени  подходим и истязаем огурцы дополнительно  чтобы они горько горько плакали  наша задача  собрать как можно больше огуречных слёз  сливаем получившуюся зелёную жидкость через дуршлаг  выжимаем огурцы руками  до капельки  в сердце ведьмы не должно быть места для жалости  однако  если вам всё же жалко выкидывать эти жалкие остатки огурцов  вы можете приготовить из них неплохой салат  цацики по критски с морковкой  в результате нечеловеческих пыток  из  змеиных огурцов  таким образом  реально выжать  мл восхитительного ядовито зелёного сока  солоноватого  как слезы  заполните этой мерзостной жидкостью ваши любимые бокалы приблизительно на    долейте злой шипучей воды с газами  огуречный коктейль на хэллоуин тоска зелёная готов и жаждет напугать ваших гостей  и просто придурков  которые осмелятся сунуться к вам на огонёк в этот день   
515;вот наши ингредиенты  это стебли сельдерея  помидоры  морковь  сладкий перец  петрушка  молодые стебли люцерны  соль и чёрный перец  хорошенько помойте овощи  очистите от семян перец  морковь я не чищу  а просто мою и обрезаю попки  разрежьте все овощи на небольшие кусочки  а теперь сделайте сок  используя простую соковыжималку  добавьте соль перец по вкусу  перемешайте   сок готов  желаю вам всем здоровья  друзья  
516;для приготовления яблочно тыквенного напитка с мякотью нам понадобится сладкая тыква  кисло сладкие яблоки  сахар  вода  лимон  яблоки помыть  очистить от кожицы  удалить семенную коробку  тыкву очистить и порезать кубиками  в кастрюле соединить яблоки  тыкву  воду  порезанный лимон  добавить сахар  довести до кипения  лимон вытянуть  а всё проварить приблизительно   минут до полной готовности тыквы и яблок  измельчить с помощью блендера  охладить  тыквенно яблочный напиток с мякотью готов  
517;для приготовления фруктового смузи нам понадобится спелая хурма  банан  киви  гранат  мёд  банан чистим  нарезаем кольцами  складываем в чашу блендера  добавляем   мёда  взбиваем на высокой скорости несколько секунд до получения однородного пюре  выкладываем банановое пюре в бокалы или креманки первым слоем  хурму моем  удаляем плодоножку  нарезаем средними кусочками  складываем в чашу блендера  добавляем   мёда  если в хурме есть косточки  вынимаем их  также взбиваем несколько секунд до получения однородного пюре  выкладываем пюре из хурмы поверх бананового слоя  киви чистим  нарезаем кусочками  складываем кусочки киви в чашу блендера  добавляем оставшийся мёд  взбиваем до получения однородного пюре  выкладываем пюре из киви поверх слоя из хурмы  сверху десерт посыпаем зёрнами граната  подаём сразу же на десерт  
518;для приготовления такого киселя потребуются следующие ингредиенты  алыча красная  алыча белая  апельсины  сахар  крахмал  вода  алычу помыть и выложить в кастрюлю  апельсины помыть  очистить  нарезать на кусочки и удалить косточки  нарезанные апельсины добавить в кастрюлю с алычой  алычу с апельсинами залить водой  варить фрукты   минут  добавить сахар по вкусу  процедить фруктовый отвар  крахмал развести в холодной воде  влить разведённый крахмал в кипящий фруктовый отвар и варить  помешивая  до загустения киселя  подавать кисель в тёплом или холодном виде  
519;подготовьте необходимые ингредиенты   апельсин   крупный или  поменьше   свежий берёзовый сок и сахар   добавьте сахар в берёзовый сок и размешайте до полного растворения  выжмите сок из апельсинов  лучше брать кисловатые апельсины  если у вас сладкие  то можно добавить чуть чуть лимонного сока для кислинки  разлейте по хорошо охлаждённым бокалам апельсиновый фреш  влейте берёзовый сок с сахаром и сразу же подавайте  апельсиновый фреш с берёзовым соком  свежий напиток и его необходимо выпить  в течение  минут  чем дольше он стоит  тем менее полезным становится  
520;для приготовления киселя нам понадобятся клубника  свежая или замороженная   сахар  крахмал и вода  клубнику хорошо промыть и удалить чашелистики  дать стечь воде  ягоды положить в чашу мультиварки  туда же засыпать сахар  залить воду  закрыть крышку и готовить на режиме пароварка   тип продукта овощи  время приготовления  минут  в кипячённой холодной воде размешать крахмал  за  минуты до окончании режима постепенно влить воду в мультиварку  при этом интенсивно перемешивая   после окончания режима дать киселю настояться в течении  часа  за это время ягоды отдадут весь цвет  аромат и вкус  затем кисель процедить  наш кисель готов  приятного аппетита  
521;чтобы приготовить чай  нужно взять свежий корень имбиря  зелёный чай  без ароматизированных добавок   кипяток  небольшой кусочек корня имбиря вымыть  почистить  натереть на тёрке или нарезать очень тонкими пластинами  залить корень имбиря  мл кипятка  поставить на медленный огонь на   минуты  закрыть крышкой и оставить настаиваться  заварочный чайник ополоснуть кипятком и засыпать лепестки зелёного чая  листья чая скручены в гранулы  при заваривании  листья раскрываются   залить  мл кипятка  закрыть чайник крышкой  укутать  полотенцем  оставить на  минут  через  минут влить отвар имбиря  снова накрыть чайник полотенцем  дать настояться чаю в течение   минут  чем больше чай настаивается  тем насыщеннее будет жгучий имбирный вкус и цвет чая  чай с имбирём готов  его можно пить горячим на завтрак  холодным в течение дня  
522;подготовьте необходимые ингредиенты  зёрна арабики  чистую отфильтрованную или бутилированную воду  свежий имбирь  кофе можно смолоть по вашему желанию  я использовала средний помол  засыпьте кофе в турку  залейте холодной водой  немного помешайте  чтобы кофейная пудра намокла  добавьте натёртый имбирь  поставьте кофе на небольшой огонь и нагревайте до момента начала кипения  когда только начинает подниматься пенка по краям турки  уберите с огня на полминуты  затем снова доведите до кипения и уберите с огня  кофе с имбирём готов  напиток прекрасно сочетается с восточными сладостями и тростниковым сахаром  приятного аппетита  
523;чтобы приготовить этот напиток  нужно взять молоко  сахар  овсяную крупу  какао  молотые корицу и мускатный орех  шоколад   овсяную крупу залить кипятком  мл  нагреть молоко  добавив в него сахар и специи  пюрировать овсяную крупу  залить овсянку горячим молоком со специями и варить на малом огне  минут  всё время помешивая  растворить в  мл тёплой воды порошок какао  влить раствор какао тонкой струйкой в молочную смесь  хорошо размешать  подержать на огне  минуты  готовую массу протереть сквозь сито  взбить миксером  разлить в чашки  сверху посыпать тёртым шоколадом  подавать можно к завтраку  на десерт этот напиток можно подать с мороженым и фруктами  
524;для приготовления горячего шоколада вам потребуются  молоко  шоколад  крахмал  сливочное масло и ванилин  в стакане молока размешать  столовые ложки крахмала  оставшееся молоко подогреть на среднем огне и добавить шоколад  когда шоколад растворится  добавить молоко с крахмалом  затем добавить ванилин и  столовую ложку сливочного масло  помешивать до тех пор  пока масса не начнет густеть  убрать с огня и подавать горячим  если этот напиток покажется вам слишком крепким  вы можете использовать молочный шоколад или добавить шарик мороженого   
525;для работы нам понадобится мята  сахар  крыжовник  лайм  кубики льда   листика мяты промыть   грамм лайма нарезать тонкими кружочками  в стакан выложить мяту  лайм и  грамм сахара  размять все толкушкой до выделения сока  добавить промытый крыжовник   грамм  и тоже размять толкушкой  выложить в стакан  кубиков льда  залить содержимое стакана  мл сильногазированной воды  напиток готов  перед подачей декорировать коктейль кружочком лайма и мятой  
526;для начала подготовим ингредиенты  сахар  лимон  чёрную смородину и малину   малину   стакан  аккуратно промываем   так же промываем чёрную смородину    стакана    лимон   г  режем на небольшие ломтики  в кипящую воду   литра  всыпаем сахар   ст  л    добавляем подготовленную малину   всыпаем в кастрюлю чёрную смородину   выкладываем в кастрюлю лимон  доводим компот до кипения  кипятим  минуту и выключаем плиту  вкусный и витаминный напиток готов  
527;для приготовления ласси нам понадобится натуральный йогурт  клубника  сахар  лимон и мёд  клубнику помыть  удалить хвостики  поместить ягоды в чашу блендера  добавить мёд  сахар  кубики льда и лимонный сок  сахар и мёд добавляйте по вкусу  можно использовать что то одно по вашему желанию  вылить в блендер йогурт  всё содержимое взбить в пышную массу в течение  минут  напиток сразу же разлить по стаканам и подать к столу  приятного аппетита  
528;количество  состав компонентов и способ приготовления я даю по рекомендациям интернациональной ассоциации барменов  какая именно у вас будет текила  с их точки зрения  роли не играет  апельсиновый сок допускается не свежевыжатый  гренадин  это  в сущности  гранатовый сироп  льда требуется столько  чтобы заполнить стакан хайбол  круглый высокий    кружок апельсина и  вишенка нужны для сервировки   готовим кружок апельсина для декора  заполняем стакан льдом  льём текилу  льём апельсиновый сок  мне кажется  более рациональным сначала надеть на бортик бокала декор  а уж потом устраивать там рассвет  именно так переводится слово санрайз   но тут  думаю  кому как удобнее  как грамотно поместить восход солнца в коктейльный стакан  да просто вылейте гранатовый сироп  гренадин  поверх апельсинового сока  у сиропа плотность выше  он сам на дно опустится  ну  чего  красотень получилась  маленькое примечание  интернациональная ассоциация барменов почему то не оговаривает такой детали сервировки текилы санрайз  как соломинка  но на практике мне показалось  что она при употреблении всё же была быть удобна  коктейль содержит лёд  мне прикосновения льдинок к губам не понравились  ну  и ещё грохот стоит  когда стакан поднимаешь опускаешь   
529;для приготовления чая понадобится  стакана воды и  стакана сока  количество специй и сахара можно регулировать по вкусу  довести до кипения  ст  холодной воды  влить апельсиновый сок  добавить сахар и специи  варить всё   минут  затем снять с огня и дать настояться   минут под крышкой  готовый напиток процедить  подавать горячим  
530;для приготовления коктейля кир рояль нужны игристое вино и чёрносмородиновый ликёр     минимальное соотношение  на  часть ликёра  частей игристого  долю ликёра можно увеличивать  кир рояль сервируется во всех тех же типах бокалов  которые используются для шампанского  бокал следует предварительно охладить  либо засыпать в него лёд  а потом высыпать  либо подержать минуток  в морозилке  вливаем в охлаждённый бокал чёрносмородиновый ликёр  вливаем поверх ликёра игристое  готово  в принципе  можно сделать наоборот  результат от этого абсолютно не изменится  слоистость не появится  я проверяла   кир рояль сервируется без декора  
531;коктейль кир состоит из всего  компонентов  сухого белого вина и черносмородинового ликёра     крепостью    классическим является применение бургундского алиготе  соотношение компонентов во времена канонника кира составляло  на  часть ликёра   части вина  в наши дни  рекомендует на  часть ликёра брать  вина  под обычный кир предписаний по форме и температуре бокала нет  думаю  это объясняется тем  что имитируется красное вино  но имитируется то оно белым  рекомендуемый порядок приготовления  начинать с ликёра  у меня в результате всё было комнатной температуры  вкус  абсолютно классный  кир  не слоёный коктейль  поэтому вино вливается с любой удобной вам высоты  окрашенность напитка должна быть равномерной  и он  собственно  уже готов  кир сервируется без украшений  
532;чтобы приготовить блюдо  нужно взять молочный шоколад  хорошего качества   сахар  желток одного яйца  молоко  сливки   жирности  чёрный перец и кардамона  зерна  растолочь   молоко нагреть на медленном огне  добавить сахар  варить  помешивая  в течение  минут  добавить специи  кардамон и чёрный перец  по  щепотке  добавить кусочки шоколада  поставить на очень медленный огонь  нагревать  помешивая  до тех пор  пока шоколад растопится  снять с огня  остудить  яйцо вымыть  просушить  отделить желток от белка   в остывшую шоколадную массу добавить желток  размешать  снова поставить кастрюлю на медленный огонь или на водяную баню  нагреть массу до с  довести до загустения   охлажденные сливки взбить  можно воспользоваться готовыми взбитыми сливками  шоколадную массу слегка взбить венчиком  вылить в чашку  украсить десерт взбитыми сливками  посыпать тёртым шоколадом  можно подать на завтрак с шариком мороженого  
533;для приготовления понадобятся алыча жёлтая спелая  мёд цветочный свежий  вода фильтрованная кипячёная  алычу   кг  хорошо промыть  перебрать от испорченных и просушить на полотенце  отделить ягоды от косточек  сделать из мякоти пюре при помощи блендера  пропустить полученное пюре через сито для того  чтобы отделить кожуру  смешать полученное ягодное пюре с мёдом   ст  л   и кипячёной водой   л   которая должна быть не горячее с  но и не холодная  чтобы мёд размешался  полученный компот настоять и подавать охлаждённым  приятного аппетита  
534;подготовим ингредиенты  лёд в кубиках или дроблённый  гранатовый сироп  тёмный ром  кубинский   апельсиновый и ананасовый свежевыжатый или готовый соки  ликёр    сухой апельсиновый ликёр     в шейкер наливаем сироп и ликёр  вливаем так же в шейкер тёмный ром  гавана   и завершаем добавлением апельсинового и ананасового соков  в последнюю очередь кидаем лёд  закрываем крышкой и хорошо взбалтываем в течение  секунд  процеживаем коктейль от возможных частиц мякоти из соков сразу в стакан  кидаем новые кубики льда  украшаем любыми фруктами и сервируем  наслаждаемся  
535;для приготовления холодного смородинового эгг нога нам понадобятся яйца  молоко  смородиновый сироп  у меня из красной смородины   смородина  у меня замороженная чёрная   отделяем белки от желтков   взбиваем блендером желтки со смородиновым сиропом  вливаем холодное молоко и продолжаем взбивать  отдельно миксером взбиваем до стойких пиков белки  в стеклянные кружки или широкие бокалы вливаем яично молочную смесь  сверху аккуратно выкладываем белки  на белки помещаем небольшое количество ягод чёрной смородины и сразу же подаём  
536;возьмём лайм  лёд и сахар тросниковый демерара  кайпиринья традиционно сервируется вот в таких вот старомодных стаканах  на дно стакана засыпаются   ложки тростникового сахара  ну  или сахар засыпается поверх резанного лимона после шага   непринципиально  лайм  если он не биошный  не экошный   окатывается кипятком и обтирается  чтобы удалить инсектициды  в бразилии его режут кружочками  в сша  четвертинками  а в германии  восьмушками  лайм вместе с сахаром толчётся барным пестиком  вы можете представить себе бразильского пейзанина с барным пестиком  кроче  толчётся чем попало  лишь бы побольше сока выжать  после этого стакан лучше оставить в покое на   минут  чтобы дать возможность сахару раствориться в соке  да ещё и перемешать дополнительно  для бразильской версии этот шаг не нужен  бразильцы используют просто кусковой лёд  который тает медленно и долго держит холод  но немцы считают  что кусковой  он же не тает  и там получается чуть ли не чистая кашаса с капелюшкой лаймового сока  а дробленый лёд  тот  наоборот  тает слишком быстро  в общем  нужно нечто среднее  поэтому для этого рецепта кусковой лёд колют  по моему  самый простой домашний способ это сделать  засыпать кубики в большой плотный пакет  обвязать его вторым слоем вокруг самого себя  и со всей силы   раз фигакнуть льдом об какую нибудь очень прочную и твёрдую поверхность  лёд засыпается сверху лайма  в бразилии кашаса заливается до верха стакана  а его объём  между прочим  около  мл   в германии в кайпиринью на  лайм идёт   мл кашасы  запах  обалденный     кайпиринья сервируется с  трубочками  очевидно у людей  её употребляющих  трубочки двоятся как бы по умолчанию  так вот  чтобы они сами для себя могли решить  когда наступил момент достатошно  у кайпириньи на этом месте будет  трубочки  
537;подготовьте чистую воду   дольки апельсина  бруснику  небольшой кусочек коры корицы  чайную ложку зелёного чая и  щепотку сушёной мяты   ягоды брусники необходимо размять вместе с дольками апельсина  это можно сделать непосредственно в заварочном чайнике или в отдельной миске  полученную массу поместите в заварочный чайник  добавьте зелёный чай  корицу и мяту  залейте кипятком  закройте крышкой  укутайте полотенцем и дайте настояться  минут  чай готов  его можно разлить в чашечки  
538;ингредиенты для чайного грога абсолютно произвольные  важно  чтобы был чай и алкоголь  какой подсластитель используется  кто какой любит  какие цитрусовые используются  и используются ли вообще   что под рукой окажется  пряности  как бог на душу положит  чай завариваем в привычной пропорции  алкоголь вливаем в самом конце в чашки  кто сколько хочет  кипятим воду и  минуты завариваем чай из заварки и корицы  когда чай готов  вмешиваем мёд и выжимаем лимонный сок  если не собираетесь пить чайный грог сразу  а хотите подержать его на столе в горячем чайнике и разливать по ходу дела  конечно  перед этим шагом нужно отцедить чаинки  я отцеживаю чаинки непосредственно при наливании в чашку  что хорошо в чайном гроге  алкоголь в него вводится в последнюю очередь  количество и вид зависит от желания того  кому из этой чашки пить  
539;чтобы приготовить напиток  нужно взять  смородину  мёд  йогурт   факультативно воду   лёд  смородину пюрировать  йогурт взбить с мёдом с помощью миксера   в йогуртовую массу добавить смородиновое пюре  продолжить взбивание   можно добавить воду   мл   масса готова  приготовить лёд  измельчить на медленной скорости в комбайне или вручную  на дно бокалов выложить немного крошки льда  залить подготовленной массой  украсить напиток фруктами  молотыми орешками или кокосовой стружкой  
540;для приготовления глинтвейна потребуется вода  вино красное сухое  мёд  сахар  корица  гвоздика  мята  гвоздика  перец чёрный горошком  бадьян  сушёный имбирь  из общего количества воды взять всего лишь  стакан и налить его в чашу мультиварки  добавить мёд  поставить на режим варка  минут  у меня мультиварка    после того как вода закипит  на поверхности образуется пена  её необходимо снять   когда закончится режим варки  добавляем сахар  остальную воду  также добавляем пряности  корицу  гвоздику  сушёный имбирь  мяту  перец чёрный горшком  бадьян  затем включаем режим тушение или если есть режим варенье на  час  а лучше если есть режим мультиповар то выставите  и время приготовления  час  это будет самый лучший вариант   за  минут до окончания программы добавить вино  глинтвейн готов  дайте ему ещё немного постоять в мультиварке и можно разливать по бокалам  предварительно процедив  
541;подготовим ингредиенты  крахмал  замороженную клубнику  сахар и мандарин  воду   л  вливаем в кастрюлю  ставим на плиту и доводим до кипения  в кипящую воду всыпаем сахар   ст  л     мандарин разделяем на дольки   всыпаем в кипящую воду клубнику   г  и подготовленный мандарин  доводим воду до кипения  кипятим  минуту и выключаем плиту  из компота извлекаем ягоды и мандариновые дольки  ставим жидкость на плиту и доводим до кипения   в миску выкладываем крахмал   ст  л    заливаем стаканом воды и тщательно перемешиваем  чтобы получилась белая однородная жидкость  в кипящий компот аккуратно  тонкой струйкой  вливаем крахмальную жидкость  при этом постоянно помешиваем  чтобы не было комочков  доводим кисель до кипения и выключаем плиту  вкусный и полезный мандариновый кисель с клубникой готов   
