Номер;Рецепт
1774; как ни странно  но ягоды не стоит мыть  сразу переложите их в миску или ванночку и тщательно разомните   к получившемуся суслу добавьте очищенную холодную воду  сахарный песок  перемешайте всё деревянной лопаткой  разлейте массу по пластиковым банкам  плотно закройте их крышками и оставьте в прохладном месте на   дня   через необходимое время открываю банки  перемешиваю массу и снова закрываю всё плотно крышками  проделываю процедуру   раза   в последний раз открываю банку и  не перемешивая  оставляю на  дней  чтобы гуща поднялась к верху  затем убираю ее аккуратно шумовкой или ложкой   переливаю очищенный сок  без гущи  в стеклянную банку  закрываю все гидрозатвором и оставляю на   дней   после того  как масса перестала пениться  приступаю к процессу очищения жидкости   с помощью тонкой трубочки сливаю сок в чистую стеклянную банку  чтобы гуща оставалась вся на дне   оставляю почти готовое вино еще на  недели   спустя отведенное время разливаю вино по бутылкам  закрываю крышками или пробками  храню не более  месяцев  
1775;лимоны мою в горячей воде  поскольку понадобится их цедра  ножом для очистки овощей срезаю цедру  обрезаю белый слой  он придает горечь  очищенные фрукты и лимонную цедру мелко нарезаю острым ножом и складываю в банку  спирт размешиваю с водой  около  миллилитров  до крепости  градусов и заливаю полученной массой банку с лимонами  отправляю напиток в прохладное темное место и настаиваю  недели  спустя положенное время достаю напиток  процеживаю его через мелкое сито или марлю  обратно переливаю в банку  смешиваю сахар с  миллилитрами воды  варю сахарный сироп  затем остужаю его  переливаю сироп в банку и перемешиваю  готовый напиток отправляю в холодильник на   дня  а после этого уже подаю его к столу  
1776;эти продукты для первого этапа  геркулес выкладываем в банку с водой  размешиваем  а сверху утопим кусочек ржаного хлеба  прикрываем банку крышкой  ставим в теплое темное место на    дня  пусть забродит заквасится   сырье  для киселя созрело  появился кисловатый запах  хлеб убираем  а все остальное процеживаем через мелкоячеистый дуршлаг   протираем геркулес  в дуршлаге осталась шелуха  вот такая субстанция у нас получается  мутно белая и слегка густоватая  если вы хотите получить жидкий кисель  добавьте где то с полстакана воды  и теперь варим кисель  добавляем соль и сахар по вкусу  доводим до кипения и снимаем с огня  разливаем по чашкам или выкладываем в тарелку  добавляем либо свежие ягоды  либо варенье  ну  или едим просто так  
1777;вскипятите воду  затем оставьте ее для остывания  после смешайте  стакана воды с сахарным песком   в банку выложите кусочки хлеба  залете их сахарной водой  заполните банку оставшейся водой  оставьте банку в комнате на  дней  каждый день открывайте ее  чтобы вышли газы брожения  спустя неделю процедите жидкость через марлю  сложенную в несколько слоев  затем добавьте несколько изюминок и оставьте на   дня  готовый напиток отправьте в холодильник  а затем подавайте к столу   
1778;  для хмельной омелы идеальным вариантом бокала является полностью прозрачный треугольный бокал для мартини    наполните шейкер колотым льдом  его кусочки не должны быть слишком крупными  иначе коктейль плохо охладится     залейте в шейкер водку и ликер  активно встряхните и вылейте в бокал     сверху получившейся смеси аккуратно налейте игристое розовое вино    украсьте глубоко рубиновый коктейль зеленой веточкой и преподнесите дорогому вам человеку  теперь можно вместе любоваться игрой пузырьков и контрастом красок в бокале  
1779;весь секрет заключается в том  чтобы не мыть ягоды перед приготовлением  ведь вместе с грязью смываются те самые бактерии  что участвуют в этом процессе  ягоды смородины содержат огромное количество витаминов  поэтому алкогольный напиток будет вкусным и полезным дополнением к праздничному столу  количество сахара можно варьировать в зависимости от сладости ягоды    спелые ягоды перекладываю в большую пластиковую миску и разминаю деревянной лопаткой до состояния кашицы    в кастрюлю вливаю воду  ставлю ее на огонь  подогреваю до комнатной температуры  всыпаю сахар   охлаждаю сахарный сироп  переливаю его к смородине  перемешиваю и переливаю в стеклянную банку  чтобы сверху оставалось достаточно места  ведь в процессе брожения масса увеличится   ставлю бутыль в прохладное место при температуре   градусов  оставляю на  дней  периодически перемешивая деревянной лопаткой   через неделю переливаю массу в банку через марлю  сложенную в   раза    закрываю крышкой с отверстием для тонкой трубочки  один ее конец опущен в сок  а второй  в воду  оставляю на  месяц   готовое вино переливаю по бутылкам  закрываю крышкой и оставляю еще на   недели  после этого наслаждаюсь вкусным алкогольным напитком   
1780;сахар перемешайте с пищевым красителем  затем разложите сахар на фольге в противне  запекайте его при  градусах в течение  минут в духовке  остудите сахар  теперь края бокалов для коктейлей смажьте лимонной долькой  сахар выложите в плоскую тарелку  и обмакните в нём бокалы вверх ножкой  выложите гранатовые зёрна внутрь  в шейкере смешайте сок лимона  водку  газировку и лёд  перемешайте смесь  разлейте коктейль по бокалам  украсьте напиток розмарином  приятной дегустации  
1781;вскипятить   л  воды  опустить в воду шоколад и размешать до полного растворения  молоко довести до кипения  залить в горячий шоколад  размешать  в напиток добавить кофе и сахар  готовить на небольшом огне  помешивая  пока нерастворится сахар  разлить по чашкам и сразу же подать к столу  
1782;  начните приготовление с правильного подбора бокалов  эффектнее всего коктейль будет смотреться в треугольных бокалах для мартини    заранее продумайте украшения для молочно белого коктейля  это может быть клубника  вишенка или карамельная тросточка  подойдет яркий лист мяты или базилика    наполните шейкер колотым льдом  подготовьте все остальные ингредиенты  чтобы они были под рукой  потому что вкус морозного бренди во многом зависит от скорости его смешивания     в шейкер залить бренди  сливки  шнапс и молоко  энергично встряхнуть    еще пенящийся коктейль вылить в бокал  немедленно украсить зубочисткой с ягодкой или карамелью и подавать на стол  
1783;ежевика   ягода полезная  она применяется при простуде  как средство  укрепляющее организм и препятствующее старению  помогает ежевика бороться и с гормональными расстройствами  поэтому особенно рекомендуется женщинам  ягоды ежевики просто замораживаются  зимой такие ледяные ягодки можно использовать вместо кубиков льда  особенно эффектно они смотрятся в шампанском  итак  как приготовить морс из ежевики    ягоды ежевики переберите  очистите от листиков  веточек и плодоножек  хорошенько  но аккуратно промойте их    затем через сито или марлю надо выжать из ягод сок    оставшийся жмых от ягод не выбрасывайте  в кипятке растворите сахар и залейте полученным сиропом жмых     доведите жмых с сиропом до кипения и варите на среднем огне в течение нескольких минут    варево процедите через марлю и смешайте с выжатым соком    готовый морс охладите  по желанию  можете добавить в стаканы с морсом несколько кубиков льда  такой морс из ежевики можно подавать в качестве десерта в жаркий летний день  он отлично утолит жажду и наполнит организм витаминами  которые были выхолощены жарой  приятного аппетита и будьте здоровы  
1784;о пользе свежей зелени знают даже маленькие дети  поэтому хозяйки добавляют ее практически во все блюда  особенно весной и летом  когда начинается сезон ее созревания  сегодня мы постараемся уместить всю пользу зелени в одном стакане и приготовим вкуснейший коктейль из петрушки в домашних условиях  чтобы вкус у напитка стал более мягким  мы добавим в него половинку лимона и ложечку меда   поверьте  это отличное сочетание  так что теперь вы знаете  как начать свой день правильно  с этим простым рецептом коктейля из петрушки вы с самого утра зарядитесь энергией и наполните свой организм витаминами     сперва мы должны промыть петрушку  высушить ее и отделить листья от стебельков  лимон очищаем от кожуры  удаляем из него косточки и нарезаем лимон на небольшие кусочки     теперь отправляем петрушку и лимон в чашу блендера  добавляем  мл воды и столовую ложку меда  взбиваем все хорошенько  пока масса не станет однородной      готовый коктейль переливаем в стакан и наслаждаемся своим полезным и при этом весьма вкусным завтраком   приятного аппетита всем   
1785;для начала подготовьте все необходимые  продукты  сельдерей  ананас и яблоко очистите и порежьте на кусочки  в блендер поместите все ингредиены  измельчите до пастообразного состояния  если хотите получить более жидкий смузи  добавьте в него немного питьевой воды  приятного аппетита  
1786;помойте ягоды смородины и отправьте её в блендер  добавьте сахар  молоко  и кефир  смешайте в однородную массу и разлейте по бокалам для подачи  
1787;  бруснику моем  складываем в кастрюлю и разминаем пестиком или измельчим в блендере  ставим на маленький огонь  чтоб пустила сок     добавим воду и сахар  доводим до кипения и снимем с огня    отцедим через сито или марлю и остужаем  готово  
1788;промываем ягоды  удаляем мусор и подпорченные ягодки  веточки  на которых держатся ягоды  можно не удалять те же манипуляции проводим и с ягодами красной смородины  белая смородина самая нежная  ею занимаемся напоследок  воду доводим до кипения  добавляем сахар  когда сахар растворится  отправляем в кастрюлю черную смородину  варим после закипания минуты   затем добавляем красную смородину  а через минутку  белую  варим минуты   после закипания  затем даем компоту настояться пару часов  процеживаем его от ягод   
1789;наливаем сыворотку в стакан блендера  добавляем немного конфитюра  ориентируемся на свой вкус   выдавливаем лимонный сок  взбиваем массу погружным блендером или миксером в течение  секунд  жидкость должна увеличиться в объеме и стать белоснежной  выливаем в стаканчик  сюда отлично впишется соломинка  коктейль пьем как можно скорее  пока пена не осела  
1790; клубнику очищаю от зеленых хвостиков и перекладываю в дуршлаг  промываю под струей проточной воды  каждую ягодку разрезаю на  части  если очень крупные  то на четвертинки  и помещаю в чашу блендера или в глубокую кастрюлю   мяту мою  срезаю край стебельков  использую только листочки или мягкую часть стебля  мелко нарезаю и отправляю к клубнике   использую яблочный сок  но можно и любой другой по вкусу  или молочные продукты  упаковку сока переливаю к остальным ингредиентам   с помощью блендера измельчаю все продукты до однородной массы  слежу  чтобы не оставалось больших кусочков   готовый смузи переливаю в стакан  украшаю веточкой мяты и подаю к столу  напиток получается ароматным и витаминным  приятного аппетита  
1791;перед приготовлением положите шампанское в холодильник  сделайте кубики льда  хорошенько переберите клубнику  промойте и дайте высохнуть  отложите немного ягод  для украшения  поместить оставшуюся  клубничку в миску  посыпать сахаром   поместить в холодильник на  час  чтобы  клубника дала сок  промойте персики и черешню  просушить  нарезать персики напополам   удалить косточку  а затем разрезать  на дольки  из черешни косточки можно  не убирать  достать клубнику из холодильника  и перелить вместе с выделившимся  соком в посуду  положить фрукты и ягоды  залить сухое вино и снова  поместить в холодильник минимум на  час  перед тем  как подавать на стол  добавить  в посуду отложенную клубнику   залить холодным шампанским  поместить в бокалы кусочки льда и разлить крюшон  
1792;  обратите внимание на то  что для данного коктейля рекомендуется использовать исключительно свежевыжатые соки цитрусов  иначе синее рождество может изменить цвет и не получить необходимого аромата    крупные кубики льда необходимо расколоть на более мелкие кусочки  чтобы коктейль охлаждался равномерно    чем эффектнее вы подберете бокалы  тем шикарнее будет выглядеть ваш коктейль  рекомендуем брать треугольные бокалы для мартини    в высокой посуде смешайте синий кюрасао и свежие соки  заполните смесью бокал чуть меньше  чем на две третьих    теперь самое время добавлять в бокалы лед  сверху добавлять немного тоника  вишенку и подавать чудесный напиток заждавшимся гостям   
1793;вишню залить водой и варить  минут  отвар слить в банку  из вишен выдавить сок  добавить сахар и остудить до  градусов  в теплый сок добавить дрожжи  в банку налить остывший отвар с соком  добавить изюм  сахар  закрыть марлей и оставить бродить  суток  затем процедить  добавить еще  шт изюма и поставить в холодное место для дображивания  через сутки можно квас употреблять  
1794;  подготовим ингредиенты  бруснику перебираем  моем и обсушим  складываем на дно кастрюли     заливаем бруснику водкой  добавим мед и палочки корицы  перемешаем  храним в кастрюле под крышкой две недели  каждый день перемешиваем и взбалтываем     отцеживаем через сито  охлаждаем   и ликер готов  
1795;  первое  на что хотелось бы обратить ваше внимание  ягоды предварительно мыть не нужно  иначе вино из рябины в домашних условиях будет плохо бродить     ягоды выложите в большую емкость и начните сильно разминать  лучше всего это делать именно руками  не используя технику     после можно добавить сахар  в рецепте приготовления вина из рябины используются пропорции примерно  граммов сахара на  килограмм ягод  вы можете уменьшать или увеличивать количество сахара по вкусу  однако сильно не увлекайтесь     как следует перемешайте ягоды с сахаром  а затем накройте крышкой  уберите в теплое место  и оставьте дней   заготовка будет иметь следующий вид  ягоды всплывут и набухнут     с помощью мелкого сита процедите полученную массу  как следует отжимая мезгу     сок разлейте по предварительно подготовленным чистым банкам     мезгу соедините примерно со стаканом сахара  залейте все литром воды  накройте крышкой  и дайте побродить еще около  дней     накройте банки крышками с гидрозатвором  опустив трубочку в емкость с водой  оставьте примерно на   дней в темном и не очень теплом месте     за мезгой нужно следить  каждый день аккуратно ее перемешивая  затем процедите через сито  получив вторую порцию сока     снимите крышки с банок  удалите пену  перелейте в большую кастрюлю вино     и добавьте сок после брожения мезги  аккуратно перемешайте     снова накройте крышками и уберите обратно  каждую неделю снимайте аккуратно пену и переливайте вино  фильтруя его от осадка  через месяц воспользуйтесь тонкой трубочкой  чтобы перелить вино  это так называемый процесс  проветривания      через месяц фильтровать вино можно каждые  недели  аккуратно оставляя на дне банки осадок     примерно через    месяца вино начнет приобретать прозрачность и светлеть  это значит  что первый этап пройден и при желании можно попробовать  что получилось     если на ваш вкус не хватает сладости  самое время это исправить  однако делать это нужно особенно  для этого используется небольшой кусочек марли  или тонкой ткани   сложенной в несколько слоев  выложите в центр сахар     плотно завяжите края марли  и закрепите  мешочек  у горлышка банки  через   дней  когда сахар постепенно растворится  можно убрать импровизированный мешочек  теперь вы знаете  как приготовить вино из рябины  осталось убрать банки в темное место и дать ему как следует настояться   
1796;  берем старый корень имбиря  очищаем его от кожуры  сделать это непросто  поэтому стоит проявить терпение     очищенный корень натираем на самую мелкую терку  нам необходим его сок     полученную массу перекидываем на мелкое ситечко  можно воспользоваться марлей  сложенной в несколько раз  выдавливаем из мякоти весь сок     получается около двухсот миллилитров сока  который смешиваем в сотейнике с кипяченой водой  если имбирного сока получилось меньше  то рассчитываем пропорцию    воды в три раза больше сока   ставим сотейник на небольшой огонь  доводим воду до кипения  как только закипит  делаем самый маленький огонь  а после добавляем мед или сахар  все тщательно перемешиваем до полного растворения и выключаем огонь     полученный напиток наливаем в чайник и подаем к столу  на здоровье   
1797;вам понадобится блендер или шейкер  также можно будет использовать миксер для молочных коктейлей  благодаря ему удастся получить очень высокую пену   все перечисленные ингредиенты перекладываем в чашу блендера и начинаем взбивать до однородности   разлейте коктейль по бокалам и по желанию украсьте  ванильный коктейль готов  приятного аппетита  
1798;традиционный напиток руси и сейчас актуален  как приготовить простой квас из яблок знает  пожалуй  любая бабушка  которая хочет порадовать своих внуков  что может быть лучше кваса в жаркое время года    как приготовить квас из яблок    моем и режем яблоки  размер кусочков не имеет значения  главное  чтобы они были одинаковыми    варим яблоки в воде минут   добавляем в конце сахар    остывший отвар процеживаем  а затем добавляем в него предварительно разведенные в теплой воде дрожжи  оставляем бродить часов     разливаем квас по бутылкам  главное плотно его закрыть  теперь готовый квас храним в холодильнике  готово  наслаждаемся прохладным и вкусным напитком  
1799;  в чайник для заварки предварительно наливаем кипяток  и пусть прогреется  минут  затем выливаем остывшую воду  на дно бросаем кусочки яблока  мяту и ромашку  заливаем свежим кипятком  пусть настаивается  минут     теперь всыпаем чай  температура как раз опустилась до  градусов  а это как раз лучшая температура для зеленого чая  завариваем еще  минут     вот и все  отцеживаем  разливаем по чашкам  добавляем мед или сахар  кто что любит   приятного чаепития   
1800;  ананас очистите и взбейте в блендере  чтобы получилось пюре     добавьте к ананасовому пюре спирт  перемешайте все ингредиенты     из воды и сахара приготовьте сироп  для этого в кастрюльку влейте воду  поставьте её на медленный огонь  когда она закипит  всыпьте в нее сахар и варите двадцать минут  затем добавьте сироп к ананасу со спиртом  поставьте смесь в темное прохладное место    через десять дней процедите жидкость через марлю  разлейте её по бутылкам  храните ликер в холодильнике   если вы интересуетесь  как приготовить ананасовый ликер  то можете сделать его по данному рецепту  напиток получается очень ароматным  его можно подавать самостоятельно со льдом или же делать не его основе вкусные коктейли   
1801;моем чернику  замочив предварительно в холодной воде на  минут  после чего ссыпаем ее в миску  берем ступку или толкушку с дырочками и давим ягоду  переливаем сок  отделившийся от ягоды  в отдельную емкость  толченые ягоды перекладываем в глубокую жаропрочную посуду  доливаем к ним воду  насыпаем сахар  у меня был коричневый  он подчеркнет вкус ягод  кладем щепотку ванилина и корицы  ставим кастрюлю с ягодами на плиту  на среднем огне доводим ягоды с водой до кипения  после чего провариваем еще минут    затем процеживаем отвар и доливаем к нему сок  оставленный от ягод  жидкость перемешиваем и остужаем  затем переливаем в графин либо банку  ставим в холодильник  чтобы охладить  впрочем  морс можно пить и в горячем виде  вот такой вкусный и полезный напиток  
1802; очищаем и моем морковь  с помощью соковыжималки  если нет  то при помощи терки  выживаем сок в стакан    в кастрюлю наливаем воду  доводим ее до кипения  разделяем соцветия цветной капусты  отправляем ее в немного подсоленную воду  варим   минуты    томаты помещаем в кастрюлю и заливаем кипятком  через   минуты сливаем воду и снимаем кожуру  вырезаем попку и нарезаем томаты крупными кусками   в чашу блендера помещаем порезанные помидоры  добавляем соцветия капусты и наливаем морковный сок  измельчаем все в блендере до однородного состояния  добавляем по вкусу соль и молотый перец  несколько капель соуса табаско  все еще раз измельчаем   готовый коктейль разливаем по стаканам  моем и чистим салатный перец  нарезаем его ломтиками  украшаем коктейль перед подачей   
1803;в шейкер добавьте лёд  влейте в него текилу  из лайма выжмите сок  добавьте в шейкер сок лайма и соду  напиток перемешайте  перелейте коктейль в бокал  в конце добавьте лимонад  приятной дегустации  
1804;тщательно промойте пшеницу  залейте холодной водой и оставьте на ночь  застелите глубокую емкость простыней  тканью  засыпьте зерно  влейте холодную воду  оставьте в теплом месте для проращивания на   дня  как только появятся ростки  засыпьте  кг сахара  перемешайте и оставьте еще на  дня  разложите пророщенное зерно  закваску  по стеклянным баклажкам   добавьте по  кг сахара в каждую баклагу  долейте теплой водой  установите на баклажки гидрозатвор  перчатку с дыркой   поместите тару в темное место на  неделю для процесса брожения  затем перелейте брагу в чистую емкость  не задевая осадок  готово  
1805;этот рецепт поможет вам в приготовлении вкусного анисового ликера  таким напитком очень приятно угостить друзей  можно добавить его в коктейль  он легко и очень быстро готовится в домашних условиях  особенно приятно рассказать о том  что настаивался он в домашнем холодильнике  ведь когда человек знает  что специально для того  чтобы его угостить  заранее готовился продукт  то он кажется значительно приятнее на вкус  не обходите стороной этот рецепт  попробуйте повторить ликер у себя дома  есть различные варианты анисового ликера  можно добавлять некоторые специи и немного изменять вкус самого напитка  для любителей корицы можно положить одну палочку  она сделает ликер более ароматным  с восточной ноткой  но остается главное  это анисовые нотки послевкусия     перед тем как приготовить анисовый ликер  измельчите семена аниса при помощи кофемолки  можно воспользоваться для этого ступкой     всыпьте измельченные семена аниса в бутылку с водкой  поставьте настаиваться в темноте на  часа     сварите сахарный сироп  добавьте его в анисовую настойку  оставьте настаиваться на пару часов     по истечении этого времени процедите сладкую настойку  для этого используйте марлю  сложенную в   слоев  настаивайте ликер в холоде от одной до двух недель    
1806;для начала  необходимо хорошенько промыть и очистить от сора нашу облепиху  даем ей обсохнуть  в чашу для блендера сгружаем ягоды  мед  наливаем воду  при помощи блендера хорошенько перемешиваем до однородности  и все бы хорошо  да только теперь в морсе   множество шкурок  семян и прочей шелухи  портящей напиток  поэтому при помощи марли нужно процедить морс  чтобы удалить из него все ненужное  вот теперь морс из облепихи готов к употреблению  подавать к столу лучше  естественно  охлажденным  
1807;  подготовьте прозрачную чашу или кувшин с широким горлышком  а также кружки для будущего напитка    вишни могут быть свежими  замороженными или даже консервированными    в объемной кастрюле сложите все составляющие и поставьте ее на медленный огонь    варите напиток в течение   минут  пока мед или сахар полностью не растворяться  а вино не станет дымиться    перелейте готовый коктейль в кувшин и подавайте гостям  позвольте людям самостоятельно наливать горячую зимнюю сангрию по бокалам  
1808;хорошенько промываем облепиху  очищаем ее от сора   гр  облепихи при помощи ступки измельчаем в пюре  в чайник перекладываем облепиховое пюре  оставшиеся целые ягоды и две ложки черного чая  заливаем кипятком и даем настояться минут    облепиховый чай готов   остается налить его в чашки через ситечко  прямо в чашки по вкусу добавляем немножечко меда  приятного чаепития    
1809;тыкву помойте и порежьте  кусочки должны спокойно помещаться в соковыжималку  не забудьте обрезать кожицу  очистите и порежьте другие ингредиенты  пропустите все овощи и фрукты через соковыжималку  мякоть советую не выбрасывать  затем смешайте все соки  проварите  добавив лимонную кислоту  разлейте сок по стерилизованным банкам  закатайте  отставьте его ненадолго  чтобы остыл  и зимой вы сможете насладиться вкусным натуральным соком  приятного аппетита  
1810;следует учитывать  что в плодах черноплодной рябины очень маленькое содержание сахара  поэтому нужно добавлять его   от общего количества ягод  если брать рябину сразу после первых заморозков  то содержание сахара будет максимальным и норму его внесения можно немного уменьшить  итак  приступаем к приготовлению     ягоды берем обязательно спелые  пересыпаем их в кастрюлю и разминаем  чтобы раздавилась каждая ягодка  делаем это вручную в перчатках или при помощи давили     пересыпаем раздавленные ягоды в емкость для брожения  всыпаем сахар  наливаем воду и разведенные дрожжи  все тщательно перемешиваем  верх емкости перевязываем марлей и отставляем при комнатной температуре в темное место на   часа    через указанное время проверяем брагу на готовность  появление пены  кисловатого запаха брожения  как только появились эти признаки  устанавливаем гидрозатвор     оставляем напиток бродить под гидрозатвором на   дней  один раз в три дня перемешиваем всю брагу    после окончания брожения сливаем брагу  а осадок должен остаться на дне     готовую брагу перегоняем и получаем около трех литров крепкого самогона  
1811;  возьмите для приготовления резкого кваса свежий березовый сок и ячмень в соотношении    на  литров сока достаточно  килограмма ячменя      ячмень пересмотрите  избавьте от различных ненужных вкраплений  мусора  промойте  убедитесь  что ячмень чистый  а после этого обжарьте зерна до появления приятного коричневого оттенка и особого запаха жареных ячменных зерен     березовый сок процедите и залейте в удобную емкость  можно использовать  литровую бутыль   затем всыпьте в березовый сок прожаренный и охлажденный ячмень      после того как ячмень соединили с березовым соком  поставьте емкость с закваской в темное и прохладное место  чтобы процесс проходил постепенно     необходимая резкость появится не сразу  постепенно сок будет натягивать крепость  после того как определите  что резкость достаточная  квас оставьте в холодном месте  пить квас можно практически сразу после готовности  в таком виде он сохранится до полугода в холодном месте  холодильник  погреб     
