Номер;Рецепт
237;бананы почистить  порезать ломтиками  ягоды помыть  при необходимости  порезать  сегодня у меня была клубника    достаточно крупных и очень ароматных ягод  можно использовать любые ягоды  количество добавляйте на ваш вкус  все ингредиенты поместить в чашу  добавить сахар по вкусу  и пробить блендером  пропорции кефира  для меня он здесь предпочтительнее йогурта  и молока можно варьировать  получая более мягкий  либо более резкий вкус  молоко  в принципе  можно не добавлять совсем  но мне с ним нравится больше  подаем наш напиток сразу  приятного  
238;в небольшую кастрюльку насыпать сахар  влить  мл  воды  положить одну  веточку мяты  на небольшом огне довести до кипения и проварить   минуты  готовый сироп отставить в сторону для остывания  из остывшего  сиропа извлечь мяту  сироп вылить в кувшин  выдавить сок из двух лимонов  и половины лайма  вылить сок в кувшин  нарезать лимон и лайм тонкими  кружочками  положить в кувшин  залить все газированной водой  добавить  несколько веточек свежей мяты  поставить кувшин с лимонадом в  холодильник на  часа  лимонад готов  
239;разрежьте авокадо пополам  удалите косточку и выньте мякоть  переложите мякоть в чашу блендера  очистите и нарежьте банан  переложите его к авокадо  полейте ингредиенты лимонным соком  добавьте йогурт  взбейте все погружным блендером  
240;приготовление в глубокую чашу добавить растворимый кофе  сахар и кипяток взбивать миксером примерно  минут должен получиться плотный крем в стакан налить молоко  сверху положить крем  перемешать можно пить как в горячем  так и в холодном виде кофе готов получается напиток с очень нежным вкусом  понравится всем любителям кофе приятного кофепития  
241;      влейте воду в кастрюлю         добавьте клюкву в кастрюлю         поставьте кастрюлю на средний огонь и доведите воду до кипения         добавьте сахар         проварите клюкву   минуты и накройте кастрюлю крышкой  чтобы компот настоялся и остыл         разлейте компот порционно  
242;  нарежьте яблоко и апельсин дольками   вскипятите воду и выложите туда дольки апельсина  яблока  чай каркадэ  мяту и сахар   варите  минуты и дайте чаю настояться около  минут  
243;яблоко и грушу нарезаем на кубики среднего размера  фрукты выкладываем в чашу для блендера  при помощи блендера делаем фруктовое пюре  в него добавляем мед  лимонный сок и заваренный зеленый чай  далее тщательно все перемешиваем  наше смузи готово  выливаем его в стакан и вставляем трубочку  
244;хлеб в духовке сушим до сухарей  смотрите что бы не подгорел иначе квас будет горчить   кипятим воду  замачиваем сухари и сахар  ждем как остынет градусов до  и отправляем это все в емкость для брожения вместе с изюмом  ставим в теплое место и ждем  дня  наш квас готов  
245;налейте воду в кастрюлю и доведите до кипения   добавьте свежий имбирь и чайные листья  поварите еще несколько минут  добавьте молоко  сахар  мед и хорошо перемешайте  добавьте коньяк и перемешайте полученную массу  
246;заварите кофе  можно использовать растворимый или натуральный   хлопья измельчите при помощи измельчителя  залейте хлопья заваренным кофе  добавьте нарезанный банан  добавьте мускатный орех  корицу и какао  в конце влейте молоко  по желанию можно добавить мед  взбейте до однородности  по желанию можно посыпать смузи шоколадной крошкой  
247;готовим мятный сироп  веточку мяты промываем под проточной водой  отрываем от нее   листиков  в кастрюлю наливаем воду  всыпаем сахар и листья мяты  если вам не нравится вкус мяты или она противопоказана вам по каким либо причинам  можно просто сварить сахарный сироп  ставим кастрюлю на плиту и доводим до кипения  пока сироп закипает вишню моем и удаляем из нее косточки  в закипевший мятный сироп добавляем половину вишни и провариваем  минуты  снимаем кастрюлю с плиты и даем сиропу полностью остыть  пока сироп остывает лимон ошпариваем кипятком и хорошо моем  в остывший отвар добавляем остальную вишню и выдавливаем сок половины лимона  это можно сделать с помощью соковыжималки для цитрусовых или обычной вилкой  прокручивая ее в мякоти лимона  отправляем кастрюлю в холодильник на  часа  для того  чтобы лимонад настоялся и получился более насыщенным  по истечении указанного времени вишневый лимонад процеживаем  оставшуюся половину лимона режем тонкими кружочками и отправляем в кувшин с готовым лимонадом вишневый лимонад готов  подавать его лучше охлажденным с дольками лимона  надеюсь  что этот яркий  вкусный  кисло сладкий напиток с ароматом мяты вам понравится  более подробный рецепт приготовления смотрите на видео  хранить домашний лимонад нужно в холодильнике  приятного аппетита  
248;яблоко очищаю и нарезаю кусочками среднего размера  клюкву промываю холодной водой фрукты и ягоды выкладываю в чашу погружного блендера добавляю творог выливаю йогурт совет  для приготовления смузи я стараюсь брать йогурт минимальной жирности  без добавления красителей и ароматизаторов  мед растапливаю на водяной бане и добавляю к остальным продуктам  все тщательно взбиваю погружным блендером  совет  если вы ходите получить полностью однородную массу смузи  перетрите ее через дуршлаг  
249;      нарежьте дольками грушу         крупно порежьте огурец         киви почистите от кожуры и нарежьте крупно         пропустите фрукты через соковыжималку  
250;листья мяты и дольки лайма размять в стакане  добавить лёд и налить ром и спрайт спрайт можно заменить содовой с сахарным сиропом  мл  сахарный сироп    
251;очистите и нарежьте имбирь  очистите морковь и нарежьте ее кубиками  в блендере измельчите имбирь  морковь и мяту  яблоко очистите  удалите сердцевину и нарежьте кубиками  очистите и нарежьте банан  банан и яблоко отправьте к морковке и повторно взбейте  добавьте апельсиновый сок и еще раз взбейте 
252;я делала смузи в жаркую погоду  поэтому добавила побольше льда  тут всё по желанию если использовать замороженный чай  до достать заранее чтоб согрелись  это чтоб технику не сломать  поместить все ингредиенты в блендер  черешню  у меня замороженная   чай и пару кубиков льда или немного воды  сахар по желанию  взбить всё до однородности и наслаждаться  
253;все ингредиенты залить в стакан и добавить лёд  после все перемешать украсить веточкой мяты и кусочком лайма 
254;в теплую воду добавляем сахар  с лимона и апельсина снимаем цедру и выжимаем сок  добавляем в воду и перемешиваем даем лимонаду настояться в холодильнике пару часов  процеживаем  приятного аппетита  
255; этап отделяем виноградные гребни от ягод  гребни изменяют состав вина  с одной стороны  они содержат воду и немного сахара  с другой  их сок обладает малой кислотностью и содержит много калия  наконец  отделение гребней повышает кислотность и  что особенно важно  повышает спиртуозность вина  гребень действует на спиртуозность тем  что поглощает спирт  помещаем ягоды винограда в емкость для сбраживания  добавляем сахар  на  кг ягод добавляем  кг сахара   герметично закупориваем емкость для сбраживания   в нашем случае мы использовали клапан из пластиковой бутылку  который при помощи пищевого герметика закрепили на горловину емкости  убираем емкость для сбраживания в теплое  температура примерно   градуса  и темное место на  дней по истечению  дней сливаем полученное молодое виноградное вино в  литровые стеклянный балон  при этом мезга остается в емкости для сбраживания далее на балон с молодым вином устанавливаем перчатку или гидрозатвор  так как в течении месяца будет продолжаться процесс медленного брожения вина по истечению месяца снимаем вино с осадка и отправляем отстаиваться еще на  месяц при температуре    градуса   далее повторяем процедуру снятия вина с осадка и отправляем вино отстаиваться на  месяца  при температуре не выше  градусов   этап после того  как мы слили виноградный сок  полученный при первом брожении  добавляем в емкость с мезгой  теплую  родниковую воду   л   и сахар   кг    герметично закупориваем емкость для сбраживания  убираем емкость для сбраживания в теплое  температура примерно   градуса  и темное место на  дней по истечению  дней сливаем полученное молодое виноградное вино в  литровые стеклянный балон далее на балон с молодым вином устанавливаем перчатку или гидрозатвор  так как в течении месяца будет продолжаться процесс медленного брожения вина по истечению месяца снимаем вино с осадка и отправляем отстаиваться еще на  месяц при температуре    градуса   чтобы выпал винный камень  далее повторяем процедуру снятия вина с осадка и отправляем вино отстаиваться на  месяца  при температуре не выше  градусов  по истечению  месяцев отстаивания вина  мы уже   раза за это время сняли вино с осадка и выдержали при низкой температуре  можно смешивать вино от первого брожения с менее концентрированным вином от второго брожения  чтобы уменьшить концентрацию вина от первого брожения  по желанию   далее отстаиваем вино еще  месяцев  мы храним в подвале при температуре не выше  градусов в летнее время  по истечению года молодое домашнее вино готово к употреблению  разливаем вино по бутылкам  которые также храним при умеренной температуре домашнее вино готово  
256;подготовить все ингредиенты  для приготовления ликёра нам понадобится молоко  бананы  яйца  водка  сгущённое молоко  растворимый кофе  соединить доведённое до кипения молоко и растворимый кофе  размешать до полного растворения кофе  бананы очистить и порезать кусочками  в чаше блендера соединить бананы и сгущённое молоко  добавить яйца  измельчить до образования однородной массы  добавить охлаждённый кофе с молоком  ещё раз перемешать  добавить водку  ещё раз всё перемешать с помощью блендера  разлить по бутылкам и закупорить  хранить готовый ликер в холодильнике ликёр имеет очень приятный кофейно банановый вкус и аромат и нежную бархатистую консистенцию  бананы выбирайте очень спелые и даже подойдут немного переспелые бананы  именно они придадут ликёру неповторимый аромат и консистенцию  до подачи держите ликёр в холодильнике  а перед подачей взболтайте бананово кофейный ликер готов  более подробный рецепт приготовления смотрите на видео  приятного времяпровождения  
257;    клюкву высыпьте в кастрюлю и разомните     добавьте воду с сахаром и поставьте морс насредний огонь вариться     доведите морс до кипения     снимите с огня  кастрюлю накройте крышкой и дайтеморсу настояться     подавайте морс охлажденным  
258;воду слегка подогреть добавить цедру  лимонов  половина апельсина и сахар цедру снимайте так  чтоб не доходя до белой части  только верхнюю корочку иначе будет горчить выдавите сок с  лимонов и с  апельсина поставьтев холодильник на пару часов хорошо охладиться затем процедите  и наслаждайтесь сразу советую  готовьте много  вы не пожалеете  
259;влить йогурт в чашу блендера далее  очистить банан  поломать его на несколько кусочков и положить в чашу блендера сверху всыпать свежие или замороженные ягоды и добавить мёд   добавить морс например  морс  фруктовый сад     взбить все ингредиенты на полной мощности  пока смузи не приобретёт однородную текстуру разлить смузи по стаканам и подавать к столу  готовый напиток можно украсить несколькими ягодками брусники  
260;в стакан добавим лёд и пару долек лайма   нальём джин и тоник и перемешаем 
261;промойте и очистите стебель сельдерея  нарежьте его на кусочки  выложите сельдерей в чашу блендера  добавьте в него измельченную зелень  добавьте натуральный йогурт и чайную ложку оливкового или кунжутного масла  взбейте все погружным блендером 
262;  в закипевшую воду выложите нарезанный на дольки апельсин  чай  сахар и корицу  варите на слабом огне  минуты   очистите гранат  зерна перебейте в блендере  кашицу протрите через сито   в настоявшийся чай добавьте гранатовую кашицу с соком и перемешайте  
263;  извлеките мякоть кокоса   кокосовую мякоть натрите на терке   стружку кокосовую залейте горячей водой на  минут и оставьте настаиваться   откиньте стружку на дуршлаг  дайте стечь молоку   процедите кокосовое молоко  если это необходимо   добавляйте кокосовое молоко в чай  каши  коктейли и смузи  
264;  разомните ягоды брусники  чтобы они пустили сок   в кипящую воду выложите ягоды   добавьте сахар   доведите морс до кипения и снимите с огня   дайте морсу остыть и настояться   процедите остывший морс через сито   подавайте напиток к столу охлажденным  
265;выжмите сок из одного апельсина  второй апельсин нарежьте тонкими полукольцами  яблоко и лимон также нарежьте тонкими полукольцами  сложите ингредиенты в глубокую емкость  добавьте сахар и апельсиновый сок  количество сахара зависит от кислоты вина и ваших личных предпочтений  по началу я добавляю   ложки сахара  потом при необходимости можно будет добавить еще  все хорошенько перемешайте  по желанию на этом этапе можно добавить  мл крепкого алкоголя  бренди  вики  коньяка   оставьте фрукты настаиваться в холодильнике на   часа  если есть возможность  то на ночь   переложите фрукты в графин и залейте их вином  также влейте холодную газированную воду по вкусу  дайте сангрии настояться еще  минут и подавайте с кубиками льда  
266;нарежьте грушу крупными кусками пропустите груши через мясорубку перетрите пюре из груши через сито варите сок на небольшом огне  минут  периодически снимая пену охладите сок  
267;для начала подготовим фрукты  яблоки и апельсины нужно хорошо промыть  нарезаем их крупными дольками  я предпочитаю воткнуть в апельсиновые дольки звездочки гвоздики  затем нужно будет просто добавить эти дольки апельсина с пряностями в вино  теперь кладем в сотейник палочки корицы   звездочки аниса  добавляем душистый перец   горошины или можно больше   отправляем к остальным специям  ч  л  черного перца горошком  чем больше перца  тем горячительнее будет напиток  добавляем сахар  примерно   гр  или по вкусу  наливаем вино  для приготовления глинтвейна я использую красное сухое столовое вино каберне  прогреваем вино  на минимальном огне  постоянно помешивая до полного растворения сахара  добавляем коньяк  чтобы вкус глинтвейна был намного ярче  отправляем в горячее вино с пряностями изюм  затем кисло сладкие яблочки и спелые апельсины  из некоторых долек апельсина можно выдавить в вино вкусный сладкий сок  прогреваем ароматный глинтвейн  минут на небольшом огне  осталось только процедить этот ароматный напиток  ароматное вино готово  разливаем по стаканам и наслаждаемся  пейте эту вкуснятину  набирайтесь сил и здоровья  в умеренных количествах  это профилактическое средство от простуды  только лучше пить его свежим и не кипятить повторно  
268;        нарежьте яблоко дольками         измельчите морковь           пропустите через соковыжималку морковь           пропустите через соковыжималку яблоки         перелейте сок в стакан         украсьте сок зеленью  
269;      нарежьте морковь         пропустите морковь через соковыжималку         разлейте сок по стаканам         добавьте   мл кипяченой воды и размешайте         пейте сок свежеприготовленным  
270;лимоны промойте  чтобы выжать как можно больше сока из лимонов  покатайте их по столу  хорошенько прижав ладонью    разрежьте лимоны пополам  из каждый половины выжмите сок  процедите лимонный сок через сито  избавляя его от косточек и мякоти  воду закипятите  добавьте в нее палочку корицы  сахар по вкусу и цедру одного лимона  кипятите состав в течение двух минут  добавьте лимонный сок  перемешайте и охладите  подавайте лимонад охлажденным  в стакан можно положить дольку лимона  
271;очистите от кожуры и нарежьте огурцы на кусочки  мяту измельчите в измельчителе  смешайте мяту с огурцами  добавьте мед и лимонный сок  взбейте смузи до однородности  
272;вылейте  мл молока в небольшую кастрюлю  добавьте      мл воды  перемешайте и поставьте кастрюлю на средний огонь  нагрейте разбавленное водой молоко  но не дайте ему     закипеть  возьмите чайник для заваривания чая  налейте в него     кипяток  дайте чайнику нагреться в течение  х минут  вылейте кипяток из чайника и влейте в него горячее     молоко  в отдельной емкости заварите черный чай  положите смесь     и залейте горячей водой  температура воды должна быть около  градусов       дайте чаю настояться около  минут  влейте в чайник с молоком заваренный черный чай  добавьте по щепотке каждой специи  кардамон  корица      гвоздика  имбирь  красный перец  добавьте  чайные ложки сахара  перемешайте  настаивайте напиток в течение   минут  
273;на тему чала  его приготовления и удивительных свойствах любой туркмен может говорить долго  я будучи не исключением хотел было написать много букфф  но обнаружил  что это более грамотно сделал знаменитый историк и этнограф вильям похлебкин итак  цитата  заранее прошу прощения за большой текст  кому не интересно  можете не читать  но все таки советую  чал приготовляют несколькими способами  при помощи специальной закваски или ее заменителей  при помощи старого чала или из сочетания чала с водой и  наконец  при помощи чистых культур молочнокислых бактерий    приготовление специальной закваски  называемой гор  сложно и длительно  поэтому в большинстве случаев новый чал получают  используя в качестве закваски чал предыдущего дня  если же такового нет  то в качестве первичной закваски можно использовать катык  в том числе из коровьего и овечьего  козьего  молока  но в этом случае в первый раз чал получается более низкого качества  слабо газированный  и только после трех четырех переквашиваний он выравнивается  приобретает все свойства  типичные для настоящего чала    самый обычный способ приготовления чала следующий  обязательно парное верблюжье молоко  сохраняющее довольно высокую исходную температуру  свыше   гр  с   процеживают сквозь двойной тройной слой марли  и если оно при этом не остудилось  то ожидают  чтобы температура его упала до  гр  с  максимум до  гр  с  в это время готовят закваску  чал  который должен составлять от четверти до трети объема парного молока  предназначенного для получения чала  закваску чал тщательно размешивают и льют на нее  обычно в большой глиняный кувшин на   л  процеженное и остуженное парное молоко  которое вновь старательно перемешивают с закваской в течение  мин и даже более  после этого прикрытый марлей кувшин ставят в тень  где температура не менее   с  или поддерживают такую температуру в кувшине  укутывая его в холодное время года  уже через полчаса на поверхности будущего чала появляется сквашенная шапка более жирных и легких фракций  агаран  ее можно снять и использовать как сметану  после этого квашение чала продолжается при непрерывном поддерживании температуры на уровне с  через  ч молоко в основном сквашивается полностью  а через   ч приобретает специфические свойства полноценного чала  в процессе сквашивания  особенно после первых четырех часов  будущий чал все время  несколько раз в сутки  вымешивают  не давая образоваться крупным хлопьям и скоплениям сгустка  чаще всего вымешивание совпадает с добавлением в сквасившийся первичный чал  после первых четырех шести часов  новых порций парного верблюжьего молока  поскольку верблюдиц доят  раза в день  новое молоко добавляют не менее   раз в сутки   спустя  ч после образования чала  температуру его дальнейшего содержания следует понизить до  с и поддерживать ее на этом уровне еще   ч  на вторые сутки чал уже следует хранить при   гр  с  при такой температуре можно сохранить чал до   дней  но обычно в туркмении стараются использовать чал в течение суток  иначе он становится резким  неприятным  невкусным  кислотность увеличивается  газированность уменьшается   периодическое снятие агарана  а также частое перемешивание чала дают однородный по консистенции напиток и все же возможно расслоение чала на верхнюю  более густую  жирную часть и нижнюю  более жидкую  похожую на сыворотку  называемую турыш чал  это обычно связано с неровностью температуры  большими перерывами в размешивании и другими нарушениями правил приготовления    поскольку чал как напиток предназначен прежде всего для утоления жажды  его очень часто готовят с водой  такой чал иногда получается даже более однородным  чем чал без воды  в этом случае к парному теплому верблюжьему молоку после его процеживания добавляют подогретую до   гр  с воду в пропорции    вымешивают эту смесь  а затем добавляют закваску  обязательно в размере   от общего объема смеси воды и молока  есть  конечно  неточности  как и некоторая натянутость к тексте  но в общем и целом лучше не опишешь и еще во всякой иной обстановке и особенно в иных температурных условиях получение чала   сложная биохимическая задача  сопряженная со значительными трудностями  отсюда понятно  что чал можно пить практически только в туркмении  он не приспособлен к перевозкам чал сквашивается в естественных условиях через  часа  а через   часов приобретает все специфические свойства полноценного чала и  пройдя этот пик качества  начинает ухудшаться  повышается его кислотность  вкус становится резким  а спустя сутки уже и невкусным  если только не понизить температуру его хранения до    что практически невозможно без использования холодильников  следовательно  чал надо использовать в течение суток  это обстоятельство сдерживает распространение чала за пределами туркмении от себя добавлю  что туркменская дыня  очень много сортов  в любом другом регионе становится не сладкой и теряет свои сортовые свойства  туркменский ахалтекинец вырождается в двух поколениях  туркменский алабай вырождается в трех поколениях  ну и туркменский ковер выходит таким только из рук наших ковровщиц  эндемичность зашкаливает   на фото чал и дыня  если употребить вместе будет лютая диарея      две гордости туркмен дыня сорта кыркгунлук  поспевает за  дней  что понятно из названия сорта   остальные знаменитые вахарман и гулябы поспевают попозже   будете в туркменистане не забудьте выпить чала    
274;способ приготовления персики промыть в холодной проточной воде и ошпарить кипятком  очистить от шкурки и нарезать небольшими кубиками  на большой огонь поставить  литра воды и довести до кипения  засыпать измельченные персики и при постоянном помешивании варить ягоды в течение  минут  полученную массу поставить на малый огонь и малыми порциями засыпать сахар желирующий до полного растворения  после чего варить в течение  минут  горячий морс разлить в чистые сухие банки  герметично закрыть крышками и позволить остывать в темном помещении после остывания можно добавить кубики льда с листьями мяты  морс готов к употреблению в любое время года     если добавить  литра воды  получится персиковый конфитюр   желеобразное повидло  которое очень вкусно как в качестве сладкого десерта  так и в виде дополнения ко множеству мучных блюд  
275;  заварите кофе   нагрейте молоко до  с и взбейте   минуты миксером до получения пышной пены   в процеженное кофе добавьте взбитое молоко и выложите пенку ложкой  украсьте корицей  
276;добавить в чайник все ингредиенты и залить кипятком настоять   минут процедить немного остудить и добавить мед по вкусу  
277;очищаю и нарезаю банан  нектарин очищаю и разрезаю дольками  обрываю виноград с веточки идеальный вариант  виноград без косточки  киш миш   фрукты складываю в чашу блендера и добавляю апельсиновый сок  все тщательно взбиваю погружным блендером перед подачей поставьте стакан на  минут в морозилку  
278;  разомните ягоды и вскипятите воду   выложите ягоды в кипящую воду и добавьте сахар   варите морс  минут   остудите морс и процедите его  
279;апельсин нарежьте на небольшие кубики  несколько долек апельсина отложите  позже объясню зачем  яблоко очистите от сердцевины и также нарежьте кубиками  так сами отложите немного яблока на потом  точно таким же образом нарежьте сливу и персики  нарежьте кубиками лимон  сложите ингредиенты в глубокую емкость  добавьте сахар по вкусу  количество сахара варьируется в зависимости от сладости сока   немного разомните фрукты толкучкой для пюре  влейте половину нормы виноградного сока и перемешайте  поставьте емкость в холодильник на   минут  процедите сок через сито  жидкость перелейте в графин  добавьте в него палочку корицы  оставленные кусочки фруктов тонко нарежьте и отправьте в графин  влейте оставшийся сок  по желанию можно немного разбавить сангрия холодной газированной водой  дайте напитку настояться  минут и подавайте с кубиками льда 
280;вскипятите воду и натрите имбирь добавить тертый имбирь с чаем в кипящую воду и варите в течение   минут  добавьте молоко с сахаром и снова доведите до кипения 
281;авокадо и банан почистить и порезать кубиками  поместить в блендер   добавить овсяные хлопья  мед  корицу и молоко  всё взбить до однородной массы  приятного аппетита  
282;залейте изюм кипятком и оставьте на   минут  морковь отварите  дайте ей остыть и нарежьте на кусочки  переложите морковь в чашу блендера  добавьте йогурт  апельсиновый сок и изюм  добавьте мускатный орех по вкусу  все тщательно взбейте  
283;снимаем цедру  го апельсина и натираем на мелкой терке корень имбиря  большой кусочек или по меньше  по желанию    выжимаем сок из апельсинов  выжимки не выбрасываем  добавляем в апельсиновый сок палочку корицы  гвоздику    бутонов  немного сушеной мяты и цедру апельсина отправляем сотейник на плиту нужно довести апельсиновый сок до кипения  но при этом ни кипятить снимаем сок с огня и даем настояться  добавляем в остывший сок с пряностями натертый корень имбиря  нарезаем выжимки  перекладываем в кастрюлю и заливаем водой добавляем  ст л  сахара и пол ч л  молотой корицы перемешиваем и варим  минут после закипания  остужаем отвар из выжимок до комнатной температуры или пусть он будет чуть теплым  процеживаем  отвар из выжимок  и смешиваем с процеженным апельсиновым соком с пряностями  добавляем мед или сахар по вкусу  получается освежающий  полезный  в меру сладкий имбирно апельсиновый напиток  который отлично помогает от простуды  бодрит и тонизирует можно хранить его в холодильнике не более  х или  х дней  пейте теплым или охлажденным и будьте здоровы  
